5000,15
5001,4
5002,11
5003,8
5004,8
5005,8
5006,7
5007,7
5008,11
5009,10
5010,5
5011,4
5012,11
5013,10
5014,10
5015,6
5016,15
5017,9
5018,6
5019,7
5020,9
5021,10
5022,9
5023,7
5024,3
5025,7
5026,9
5027,5
5028,9
5029,6
5030,9
5031,4
5032,4
5033,4
5034,10
5035,8
5036,14
5037,12
5038,7
5039,4
5040,7
5041,11
5042,9
5043,6
5044,7
5045,6
5046,8
5047,11
5048,10
5049,11
5050,7
5051,15
5052,8
5053,8
5054,10
5055,12
5056,10
5057,11
5058,8
5059,6
5060,7
5061,8
5062,7
5063,11
5064,8
5065,5
5066,6
5067,6
5068,8
5069,4
5070,8
5071,4
5072,4
5073,8
5074,9
5075,11
5076,6
5077,10
5078,13
5079,7
5080,6
5081,8
5082,8
5083,8
5084,10
5085,9
5086,9
5087,6
5088,11
5089,9
5090,6
5091,7
5092,9
5093,11
5094,7
5095,9
5096,11
5097,7
5098,9
5099,10
5100,10
5101,9
5102,7
5103,14
5104,3
5105,6
5106,4
5107,9
5108,9
5109,4
5110,9
5111,9
5112,7
5113,7
5114,6
5115,12
5116,5
5117,7
5118,10
5119,7
5120,9
5121,5
5122,6
5123,9
5124,9
5125,9
5126,9
5127,4
5128,8
5129,11
5130,10
5131,7
5132,6
5133,9
5134,15
5135,8
5136,4
5137,14
5138,6
5139,5
5140,13
5141,7
5142,5
5143,4
5144,6
5145,9
5146,10
5147,5
5148,8
5149,7
5150,12
5151,3
5152,7
5153,12
5154,8
5155,9
5156,4
5157,3
5158,9
5159,9
5160,11
5161,13
5162,7
5163,8
5164,11
5165,5
5166,8
5167,8
5168,7
5169,12
5170,13
5171,13
5172,2
5173,8
5174,8
5175,9
5176,8
5177,5
5178,12
5179,5
5180,9
5181,8
5182,5
5183,7
5184,8
5185,7
5186,13
5187,12
5188,4
5189,8
5190,14
5191,10
5192,6
5193,4
5194,7
5195,9
5196,10
5197,9
5198,7
5199,10
5200,9
5201,6
5202,6
5203,8
5204,4
5205,7
5206,7
5207,9
5208,3
5209,8
5210,6
5211,5
5212,4
5213,4
5214,7
5215,15
5216,7
5217,10
5218,9
5219,9
5220,4
5221,6
5222,3
5223,5
5224,8
5225,10
5226,6
5227,14
5228,10
5229,8
5230,6
5231,12
5232,9
5233,5
5234,7
5235,10
5236,9
5237,6
5238,11
5239,12
5240,10
5241,6
5242,10
5243,9
5244,10
5245,14
5246,9
5247,6
5248,9
5249,7
5250,8
5251,5
5252,7
5253,10
5254,6
5255,6
5256,8
5257,9
5258,9
5259,8
5260,7
5261,9
5262,4
5263,7
5264,4
5265,5
5266,7
5267,10
5268,7
5269,6
5270,6
5271,6
5272,8
5273,9
5274,6
5275,10
5276,10
5277,10
5278,9
5279,5
5280,7
5281,4
5282,5
5283,7
5284,10
5285,7
5286,5
5287,8
5288,9
5289,10
5290,6
5291,4
5292,3
5293,6
5294,9
5295,4
5296,12
5297,7
5298,4
5299,11
5300,11
5301,6
5302,5
5303,6
5304,7
5305,6
5306,7
5307,10
5308,9
5309,4
5310,8
5311,3
5312,11
5313,8
5314,4
5315,5
5316,5
5317,7
5318,11
5319,5
5320,8
5321,13
5322,2
5323,7
5324,7
5325,4
5326,4
5327,4
5328,9
5329,4
5330,7
5331,7
5332,4
5333,7
5334,7
5335,9
5336,10
5337,4
5338,5
5339,7
5340,6
5341,5
5342,5
5343,8
5344,4
5345,11
5346,7
5347,11
5348,5
5349,5
5350,7
5351,4
5352,10
5353,7
5354,12
5355,6
5356,9
5357,4
5358,3
5359,8
5360,6
5361,5
5362,7
5363,9
5364,9
5365,8
5366,5
5367,5
5368,12
5369,3
5370,5
5371,6
5372,5
5373,11
5374,8
5375,7
5376,7
5377,6
5378,7
5379,10
5380,6
5381,7
5382,12
5383,6
5384,8
5385,12
5386,10
5387,5
5388,4
5389,6
5391,11
5392,11
5393,9
5394,10
5395,4
5396,10
5397,8
5398,9
5399,6
5400,7
5401,3
5402,11
5403,4
5404,4
5405,13
5406,7
5407,5
5408,8
5409,10
5410,5
5411,8
5412,11
5413,8
5414,1
5415,7
5416,8
5417,9
5418,5
5419,3
5420,9
5421,7
5422,7
5423,7
5424,7
5425,10
5426,3
5427,11
5428,8
5429,8
5430,2
5431,6
5432,5
5433,7
5434,9
5435,5
5436,4
5437,5
5438,5
5439,5
5440,10
5441,4
5442,6
5443,8
5444,8
5445,5
5446,3
5447,10
5448,3
5449,7
5450,7
5451,8
5452,14
5453,10
5454,10
5455,6
5456,6
5457,3
5458,5
5459,6
5460,2
5461,6
5462,8
5463,8
5464,5
5465,11
5466,10
5467,11
5468,9
5469,13
5470,8
5471,9
5472,6
5473,2
5474,4
5475,9
5476,5
5477,6
5478,7
5479,6
5480,10
5481,7
5482,5
5483,6
5484,6
5485,3
5486,7
5487,9
5488,7
5489,8
5490,8
5491,7
5492,9
5493,6
5494,5
5495,9
5496,4
5497,8
5498,7
5499,2
5500,11
5501,6
5502,6
5503,7
5504,10
5505,6
5506,10
5507,12
5508,4
5509,7
5510,3
5511,6
5512,7
5513,4
5514,7
5515,7
5516,3
5517,12
5518,5
5519,7
5520,4
5521,6
5522,3
5523,3
5524,10
5525,7
5526,8
5527,6
5528,8
5529,2
5530,7
5531,6
5532,3
5533,9
5534,5
5535,7
5536,4
5537,7
5538,7
5539,4
5540,7
5541,5
5542,8
5543,4
5544,12
5545,2
5546,10
5547,4
5548,5
5549,6
5550,11
5551,9
5552,1
5553,2
5554,6
5555,8
5556,9
5557,8
5558,2
5559,9
5560,6
5561,6
5562,6
5563,11
5564,9
5565,6
5566,10
5567,8
5568,5
5569,1
5570,7
5571,5
5572,11
5573,6
5574,7
5575,5
5576,7
5577,7
5578,6
5579,5
5580,5
5581,8
5582,3
5583,2
5584,9
5585,6
5586,4
5587,8
5588,10
5589,13
5590,3
5591,5
5592,6
5593,13
5594,8
5595,5
5596,8
5597,5
5598,10
5599,2
5600,4
5601,3
5602,6
5603,8
5604,4
5605,2
5606,11
5607,6
5608,8
5609,7
5610,7
5611,10
5612,9
5613,6
5614,7
5615,6
5616,4
5617,5
5618,8
5619,4
5620,4
5621,4
5622,12
5623,5
5624,4
5625,10
5626,6
5627,4
5628,8
5629,6
5630,4
5631,6
5632,8
5633,4
5634,7
5635,8
5636,5
5637,8
5638,13
5639,5
5640,7
5641,4
5642,15
5643,8
5644,4
5645,5
5646,3
5647,3
5648,6
5649,10
5650,4
5651,9
5652,7
5653,7
5654,8
5655,5
5656,6
5657,8
5658,7
5659,3
5660,7
5661,8
5662,7
5663,7
5664,5
5665,5
5666,7
5667,6
5668,6
5669,6
5670,5
5671,9
5672,3
5673,5
5674,7
5675,8
5676,6
5677,6
5678,5
5679,1
5680,9
5681,8
5682,6
5683,3
5684,3
5685,6
5686,9
5687,6
5688,10
5689,11
5690,8
5691,8
5692,6
5693,7
5694,7
5695,2
5696,8
5697,7
5698,2
5699,6
5700,6
5701,6
5702,7
5703,4
5704,7
5705,5
5706,9
5707,5
5708,8
5709,11
5710,8
5711,4
5712,5
5713,6
5714,5
5715,8
5716,3
5717,7
5718,12
5719,4
5720,6
5721,8
5722,7
5723,7
5724,10
5725,10
5726,5
5727,4
5728,6
